NM_MUNICIPIO,NR_SECAO,NR_LOCAL_VOTACAO,DS_CARGO_PERGUNTA,NM_PARTIDO,QT_APTOS,NM_VOTAVEL,QT_VOTOS,LOCAL,ENDERECO,BAIRRO,REGIAO
CARAGUATATUBA,1,1015,Prefeito,Partido Renovador Trabalhista Brasileiro,372,CORONEL STANELIS,27,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Prefeito,#NULO#,372,Branco,11,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Prefeito,Solidariedade,372,�LVARO ALENCAR,4,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Prefeito,Movimento Democr�tico Brasileiro,372,AGUILAR J�NIOR,88,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Prefeito,Partido dos Trabalhadores,372,JOS� MELLO,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Prefeito,Rede Sustentabilidade,372,DADINHO FACHINI,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Prefeito,#NULO#,372,Nulo,12,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Prefeito,Partido da Social Democracia Brasileira,372,MATEUS DA SILVA,111,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Prefeito,Partido Socialismo e Liberdade,372,PROFESSOR ANDERSON GUEIROS,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido da Social Democracia Brasileira,372,MANU DA ALIMENTA��O ESCOLAR,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Liberal,372,ROBERTINHO DO SILVA,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Verde,372,DUDU DA ACADEMIA,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,PROGRESSISTAS,372,WAND�O ERMELINO,3,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Crist�o,372,NICO CAI�ARA,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido da Social Democracia Brasileira,372,DIRCE DO RIO DO OURO,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Verde,372,VERA MORAIS,4,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido da Social Democracia Brasileira,372,LUCIANA FADEL,3,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Renovador Trabalhista Brasileiro,372,GIL OLIVEIRA,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Democr�tico,372,FELIPE ALVES,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Crist�o,372,MARCINHA ASSISTENTE SOCIAL,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Cidadania,372,FLAVIO FREITAS,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,PROGRESSISTAS,372,CAPIT�O HUGO,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Movimento Democr�tico Brasileiro,372,BADUCA FILHO,16,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Verde,372,IVAN LEONEL,6,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Liberal,372,JUAREZ PARDIM JR,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,REPUBLICANOS,372,ALLAN GUERRA MMA,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Podemos,372,ROGERIO ALMEIDA,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Crist�o,372,DITO GORDO,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Trabalhista Brasileiro,372,PROF EMERSON CANELA,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Verde,372,JAIR SILVA,9,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Renovador Trabalhista Brasileiro,372,CLAUDETTE BENATTI,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Democr�tico,372,CARLINHOS DA FARMACIA,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido da Social Democracia Brasileira,372,DUDA SILVA,7,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,PROGRESSISTAS,372,AIRTON CIVIL,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Crist�o,372,WILSON GOBETTI,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Trabalhista Brasileiro,372,DAVIZINHOS DOS �NIBUS,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Democr�tico,372,ROSANGELA DA SAUDE,3,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Democr�tico,372,ANDERSON MARTINHO,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido da Social Democracia Brasileira,372,IVY MALERBA,3,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Podemos,372,WELLIGTON LIMA,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Crist�o,372,RODRIGO,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Liberal,372,PEREIRA DO PRODUTO,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Movimento Democr�tico Brasileiro,372,LEO MACEDO,5,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Trabalhista Brasileiro,372,AURIMAR,3,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Verde,372,MARCELO PEREIRA,3,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido da Social Democracia Brasileira,372,CEARA DA ADEGA,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,#NULO#,372,Nulo,12,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido dos Trabalhadores,372,CLARISSA DO YOGA,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Rede Sustentabilidade,372,ALEXANDRA FACHINI,3,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Trabalhista Brasileiro,372,PROFESSORA PATRICIA,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Trabalhista Brasileiro,372,MARTA CREMI,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,#NULO#,372,Branco,10,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido dos Trabalhadores,372,SANDRO OLIVEIRA,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Renovador Trabalhista Brasileiro,372,ODIR VEIGA,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Movimento Democr�tico Brasileiro,372,DENO,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido da Social Democracia Brasileira,372,PSDB,3,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Crist�o,372,PSC,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Crist�o,372,JEFFINHO DA BIZ,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Democr�tico,372,DR ANDERSON AFRICANO,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Democr�tico Trabalhista,372,MIGUEL TAVARES SONS DA PRAIA,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,PROGRESSISTAS,372,PROF RITA BRUGNEROTTI,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Podemos,372,INES MENDES,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Movimento Democr�tico Brasileiro,372,KARINA LAIS,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Democr�tico,372,MARCOS KINKAS,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido dos Trabalhadores,372,C�SSIA GON�ALVES,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Liberal,372,MARLI SANTOS,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Movimento Democr�tico Brasileiro,372,PROF� DE PAULA,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Liberal,372,EDSON DO BOXE,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Podemos,372,ROSANGELA DA VACINA,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido da Social Democracia Brasileira,372,ANINHA DO BASQUETE,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Verde,372,BIGODE,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Liberal,372,RILDO BRANCO,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido da Social Democracia Brasileira,372,FERNANDO CUIU,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Democr�tico,372,TATO AGUILAR,9,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido da Social Democracia Brasileira,372,HERNANI BARSOTI,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Renovador Trabalhista Brasileiro,372,JAMESON CHICK SHOW,6,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Renovador Trabalhista Brasileiro,372,MARIA JOS� BUFFET,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,PROGRESSISTAS,372,AGUINALDO BROW,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Verde,372,CAROBA,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Solidariedade,372,FATIMA LIPPI,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,REPUBLICANOS,372,GUILHERME ARA�JO,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido dos Trabalhadores,372,PAULO AFONSO,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido da Social Democracia Brasileira,372,FELIPE MELO,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Liberal,372,N�IA DA MERCEARIA,3,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Renovador Trabalhista Brasileiro,372,CABO WAGNER,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Liberal,372,ALBERTO NA MANHA,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,PROGRESSISTAS,372,CRISTIAN BOTA,17,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Verde,372,TALITA DA COMUNICA��O,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Crist�o,372,D� CONSTRUTOR,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Movimento Democr�tico Brasileiro,372,PROF� ROSANA PASSOS,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Podemos,372,MICHEL HENRIQUE,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Crist�o,372,DINA DO BARRANCO ALTO,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Crist�o,372,OTONIEL TONY,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Liberal,372,NEM,4,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido da Social Democracia Brasileira,372,CELSO PEREIRA,4,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido dos Trabalhadores,372,PT,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Podemos,372,PROF DANIEL MAZETTI,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Movimento Democr�tico Brasileiro,372,AGUINALDO BUTI�,3,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,REPUBLICANOS,372,JANAINA GUERRA,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Movimento Democr�tico Brasileiro,372,MDB,4,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Liberal,372,DR CHARLES RIBEIRO,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Social Democr�tico,372,CHINA,7,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Liberal,372,JONAS FONTES,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido da Social Democracia Brasileira,372,ANTONIO CARLOS JUNIOR,8,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Verde,372,MAURILIO MOREIRA,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Podemos,372,JORGINHO,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,Partido Verde,372,MARCELO DA SA�DE,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,1,1015,Vereador,PROGRESSISTAS,372,VANDINHO CARAGU�,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Prefeito,#NULO#,372,Nulo,14,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Prefeito,Rede Sustentabilidade,372,DADINHO FACHINI,5,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Prefeito,Partido da Social Democracia Brasileira,372,MATEUS DA SILVA,90,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Prefeito,Movimento Democr�tico Brasileiro,372,AGUILAR J�NIOR,89,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Prefeito,Solidariedade,372,�LVARO ALENCAR,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Prefeito,Partido Socialismo e Liberdade,372,PROFESSOR ANDERSON GUEIROS,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Prefeito,Partido Renovador Trabalhista Brasileiro,372,CORONEL STANELIS,31,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Prefeito,Partido dos Trabalhadores,372,JOS� MELLO,4,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Prefeito,#NULO#,372,Branco,5,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Vereador,Partido Social Democr�tico,372,CARLINHOS DA FARMACIA,5,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Vereador,Partido da Social Democracia Brasileira,372,DUDA SILVA,9,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Vereador,Partido Renovador Trabalhista Brasileiro,372,CLAUDETTE BENATTI,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Vereador,Partido Trabalhista Brasileiro,372,AURIMAR,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Vereador,Partido Trabalhista Brasileiro,372,MARTA CREMI,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Vereador,Movimento Democr�tico Brasileiro,372,LEO MACEDO,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Vereador,Partido Trabalhista Brasileiro,372,VALMIR DO OLARIA,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Vereador,Rede Sustentabilidade,372,ALEXANDRA FACHINI,4,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Vereador,Partido Verde,372,CETINHO DO OLARIA,2,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Vereador,Partido Renovador Trabalhista Brasileiro,372,SANDRO MATIAS,1,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
CARAGUATATUBA,2,1015,Vereador,Podemos,372,ROGERIO ALMEIDA,3,EMEF PROF ANTONIA RIBEIRO DA SILVA,Rua Alcides Alves Pereira,JD CALIFORNIA,CENTRO
